,doc_length
29806,3971
29807,4367
29808,2781
29809,3578
29810,2141
29811,1256
29812,2820
29813,814
29814,1200
29815,2388
29816,2750
29817,3685
29818,3546
29819,1654
29820,7219
29821,1223
29822,812
29823,885
29824,876
29825,1245
29826,4251
29827,2433
29828,790
29829,3592
29830,3171
29831,3931
29832,2690
29833,1260
29834,1632
29835,1099
29836,5482
29837,2848
29838,3192
29839,2200
29840,692
29841,1084
29842,5098
29843,5577
29844,3592
29845,1256
29846,1255
29847,586
29848,6263
29849,3022
29850,6263
29851,4019
29852,1960
29853,2837
29854,400
29855,2344
29856,1647
29857,6887
29858,622
29859,4920
29860,6430
29861,1720
29862,4392
29863,1553
29864,1306
29865,887
29866,3625
29867,4275
29868,1170
29869,1457
29870,3512
29871,2583
29872,2758
29873,4430
29874,1174
29875,587
29876,4016
29877,1019
29878,4673
29879,3544
29880,1612
29881,879
29882,3398
29883,1526
29884,785
29885,4962
29886,667
29887,2141
29888,3118
29889,2023
29890,531
29891,1179
29892,997
29893,2004
29894,3812
29895,2161
29896,1640
29897,2256
29898,2179
29899,1800
29900,1087
29901,4091
29902,473
29903,989
29904,1654
29905,2406
29906,1256
29907,1621
29908,4735
29909,3655
29910,2916
29911,3250
29912,548
29913,2395
29914,947
29915,1174
29916,5571
29917,1253
29918,3714
29919,997
29920,4042
29921,2446
29922,2019
29923,1058
29924,4087
29925,1823
29926,3656
29927,2280
29928,594
29929,519
29930,2823
29931,1117
29932,2596
29933,936
29934,4367
29935,1796
29936,1246
29937,2835
29938,2261
29939,2184
29940,2999
29941,622
29942,2032
29943,1887
29944,3723
29945,4599
29946,1170
29947,4183
29948,3429
29949,2753
29950,3023
29951,3066
29952,3262
29953,2799
29954,517
29955,2127
29956,1823
29957,2758
29958,1563
29959,4844
29960,1400
29961,3154
29962,1753
29963,2006
29964,5784
29965,4298
29966,2368
29967,2467
29968,2239
29969,1220
29970,1512
29971,1444
29972,4073
29973,5886
29974,2848
29975,1831
29976,3812
29977,1312
29978,1058
29979,3107
29980,2753
29981,1220
29982,1920
29983,3589
29984,3625
29985,2505
29986,1058
29987,1514
29988,1550
29989,2451
29990,2280
29991,1751
29992,2220
29993,978
29994,1375
29995,1006
29996,517
29997,1019
29998,742
29999,1514
30000,4117
30001,4117
30002,3540
30003,1099
30004,3250
30005,790
30006,1000
30007,2815
30008,1289
30009,3564
30010,1260
30011,2105
30012,3636
30013,594
30014,975
30015,3640
30016,1659
30017,7255
30018,835
30019,2537
30020,5022
30021,4292
30022,2747
30023,3876
30024,433
30025,1726
30026,1550
30027,2199
30028,1340
30029,622
30030,4756
30031,3369
30032,1600
30033,2306
30034,592
30035,2077
30036,1794
30037,4974
30038,1347
30039,1746
30040,1159
30041,594
30042,1794
30043,4128
30044,3008
30045,1689
30046,5202
30047,2866
30048,4481
30049,2468
30050,287
30051,2088
30052,4367
30053,2684
30054,947
30055,2161
30056,2537
30057,2239
30058,1720
30059,950
30060,2406
30061,2528
30062,3058
30063,1223
30064,6930
30065,3961
30066,2782
30067,4636
30068,2480
30069,2132
30070,2999
30071,3512
30072,2750
30073,1246
30074,2332
30075,2648
30076,975
30077,3812
30078,936
30079,1508
30080,2972
30081,2857
30082,3782
30083,717
30084,726
30085,6924
30086,2848
30087,5529
30088,934
30089,2596
30090,2108
30091,742
30092,627
30093,1578
30094,4756
30095,1775
30096,970
30097,1208
30098,812
30099,3194
30100,760
30101,2480
30102,3308
30103,663
30104,174
30105,1003
30106,1379
30107,2003
30108,3196
30109,4008
30110,1140
30111,4356
30112,2332
30113,1390
30114,2040
30115,2302
30116,1580
30117,982
30118,1508
30119,5886
30120,1588
30121,388
30122,1221
30123,4696
30124,1161
30125,4076
30126,3926
30127,4073
30128,785
30129,760
30130,3318
30131,1896
30132,486
30133,786
30134,2648
30135,1042
30136,531
30137,1018
30138,985
30139,1896
30140,531
30141,737
30142,709
30143,3589
30144,1170
30145,3686
30146,354
30147,3693
30148,869
30149,703
30150,1258
30151,388
30152,1117
30153,1058
30154,3190
30155,1347
30156,2037
30157,2482
30158,6026
30159,1725
30160,1720
30161,1100
30162,3993
30163,3843
30164,2715
30165,3066
30166,785
30167,910
30168,2260
30169,2845
30170,2333
30171,835
30172,1725
30173,3942
30174,3452
30175,3862
30176,2132
30177,1286
30178,764
30179,2739
30180,2609
30181,3676
30182,3827
30183,5019
30184,2671
30185,3228
30186,2837
30187,1000
30188,287
30189,1011
30190,1170
30191,2938
30192,1408
30193,2076
30194,1358
30195,4275
30196,3077
30197,3153
30198,1200
30199,3961
30200,674
30201,1379
30202,1895
30203,4791
30204,1255
30205,2439
30206,653
30207,4179
30208,3485
30209,2339
30210,4623
30211,3869
30212,1702
30213,703
30214,1758
30215,915
30216,254
30217,2361
30218,4283
30219,1395
30220,1721
30221,3931
30222,814
30223,5202
30224,4179
30225,1970
30226,2937
30227,1588
30228,1563
30229,1379
30230,1565
30231,683
30232,2456
30233,2635
30234,4636
30235,2938
30236,1051
30237,2405
30238,963
30239,2936
30240,6231
30241,5918
30242,1796
30243,3748
30244,2919
30245,4367
30246,3684
30247,2439
30248,5956
30249,83
30250,1083
30251,869
30252,3458
30253,1019
30254,2799
30255,975
30256,1221
30257,3931
30258,5719
30259,1373
30260,966
30261,1087
30262,3318
30263,4947
30264,2280
30265,1006
30266,2815
30267,5918
30268,1644
30269,497
30270,1406
30271,1910
30272,775
30273,2261
30274,4623
30275,3686
30276,2777
30277,4971
30278,3164
30279,4095
30280,3226
30281,1355
30282,2609
30283,6026
30284,1277
30285,3688
30286,3589
30287,3686
30288,1761
30289,1543
30290,2411
30291,3431
30292,919
30293,760
30294,3458
30295,936
30296,1456
30297,3754
30298,2687
30299,1910
30300,2727
30301,884
30302,890
30303,4202
30304,3475
30305,3397
30306,3655
30307,2799
30308,3459
30309,3550
30310,814
30311,1632
30312,2966
30313,4516
30314,1972
30315,2077
30316,4590
30317,1150
30318,3655
30319,1142
30320,1925
30321,2848
30322,2986
30323,3985
30324,1796
30325,890
30326,863
30327,3089
30328,1456
30329,2965
30330,2042
30331,1621
30332,9081
30333,8516
30334,683
30335,3256
30336,2422
30337,3095
30338,2872
30339,2611
30340,710
30341,3722
30342,2682
30343,3180
30344,863
30345,3180
30346,2753
30347,1223
30348,3098
30349,1844
30350,499
30351,4617
30352,1220
30353,3638
30354,1697
30355,5886
30356,836
30357,2609
30358,5972
30359,2845
30360,3452
30361,1597
30362,634
30363,237
30364,1720
30365,499
30366,942
30367,1221
30368,2340
30369,1457
30370,6263
30371,3473
30372,4405
30373,1698
30374,400
30375,3507
30376,6887
30377,4283
30378,1647
30379,313
30380,2000
30381,3144
30382,1036
30383,2254
30384,1728
30385,786
30386,5529
30387,3876
30388,2167
30389,3548
30390,2179
30391,1640
30392,4659
30393,4850
30394,2451
30395,4947
30396,653
30397,5141
30398,1170
30399,3081
30400,3112
30401,3993
30402,4082
30403,4590
30404,3812
30405,592
30406,1606
30407,4808
30408,784
30409,1839
30410,2993
30411,2750
30412,2648
30413,2554
30414,1223
30415,3023
30416,3636
30417,1745
30418,1640
30419,915
30420,4850
30421,857
30422,2556
30423,1925
30424,2280
30425,2239
30426,1895
30427,2032
30428,1514
30429,3507
30430,2866
30431,785
30432,843
30433,6143
30434,3682
30435,3376
30436,2045
30437,2006
30438,2681
30439,4055
30440,3018
30441,3135
30442,974
30443,1753
30444,5283
30445,4042
30446,663
30447,2726
30448,5972
30449,592
30450,2162
30451,1972
30452,5299
30453,3507
30454,1211
30455,934
30456,3194
30457,5390
30458,1563
30459,2018
30460,3902
30461,2332
30462,473
30463,4629
30464,535
30465,634
30466,915
30467,884
30468,201
30469,2040
30470,347
30471,1943
30472,1761
30473,1937
30474,3877
30475,76
30476,2361
30477,2799
30478,4920
30479,4298
30480,1100
30481,942
30482,3192
30483,4014
30484,2676
30485,622
30486,2750
30487,2528
30488,1748
30489,3931
30490,2823
30491,2366
30492,719
30493,3301
30494,1355
30495,1358
30496,1889
30497,4076
30498,384
30499,3812
30500,1117
30501,1925
30502,6231
30503,14668
30504,2239
30505,997
30506,373
30507,2777
30508,449
30509,2456
30510,4629
30511,3255
30512,3398
30513,2042
30514,2368
30515,3939
30516,4642
30517,814
30518,1661
30519,2467
30520,1526
30521,3782
30522,1361
30523,7319
30524,2088
30525,2723
30526,2467
30527,3546
30528,175
30529,4400
30530,1415
30531,3023
30532,1978
30533,1467
30534,6924
30535,2411
30536,3016
30537,2781
30538,1563
30539,1100
30540,2456
30541,2361
30542,2907
30543,1406
30544,725
30545,2780
30546,2006
30547,1342
30548,622
30549,2799
30550,2505
30551,1500
30552,2799
30553,373
30554,2368
30555,3807
30556,1772
30557,1222
30558,3824
30559,3544
30560,3196
30561,1553
30562,2676
30563,2761
30564,509
30565,1659
30566,921
30567,3843
30568,3099
30569,5314
30570,3589
30571,1761
30572,885
30573,1179
30574,3523
30575,1100
30576,1406
30577,1585
30578,712
30579,3550
30580,3028
30581,3200
30582,1256
30583,4091
30584,1253
30585,151
30586,974
30587,1024
30588,4742
30589,5565
30590,835
30591,1729
30592,473
30593,6887
30594,592
30595,3065
30596,3578
30597,782
30598,2478
30599,3168
30600,1260
30601,1254
30602,3312
30603,790
30604,2456
30605,3902
30606,1159
30607,1351
30608,3422
30609,2907
30610,1654
30611,3235
30612,869
30613,3116
30614,435
30615,1937
30616,1283
30617,3236
30618,1227
30619,3636
30620,1033
30621,3548
30622,2302
30623,2608
30624,3089
30625,885
30626,3485
30627,5202
30628,5972
30629,1150
30630,3257
30631,3328
30632,3754
30633,2474
30634,3632
30635,2844
30636,1099
30637,3824
30638,5547
30639,1227
30640,7031
30641,1661
30642,3523
30643,3444
30644,2505
30645,3429
30646,2468
30647,6444
30648,2916
30649,1992
30650,586
30651,2750
30652,726
30653,4783
30654,2446
30655,3063
30656,4014
30657,1593
30658,5565
30659,782
30660,2217
30661,909
30662,3398
30663,4356
30664,2418
30665,5719
30666,1408
30667,898
30668,974
30669,1170
30670,4742
30671,1289
30672,6444
30673,4818
30674,812
30675,3192
30676,3171
30677,433
30678,2512
30679,1446
30680,1761
30681,1992
30682,1058
30683,1942
30684,592
30685,3852
30686,2750
30687,5571
30688,3192
30689,2162
30690,1615
30691,2845
30692,1117
30693,4599
30694,4818
30695,541
30696,1459
30697,1260
30698,2446
30699,3063
30700,4128
30701,1118
30702,736
30703,1058
30704,653
30705,2239
30706,731
30707,915
30708,863
30709,6263
30710,2105
30711,1720
30712,2857
30713,4818
30714,926
30715,2439
30716,4623
30717,2154
30718,1761
30719,1917
30720,2926
30721,2761
30722,6231
30723,775
30724,653
30725,970
30726,1220
30727,2945
30728,2388
30729,3018
30730,3884
30731,5085
30732,1761
30733,2406
30734,2857
30735,952
30736,3632
30737,926
30738,201
30739,6887
30740,1777
30741,4735
30742,857
30743,968
30744,1844
30745,2937
30746,1595
30747,3604
30748,1491
30749,4014
30750,4599
30751,1580
30752,683
30753,2823
30754,2403
30755,2482
30756,4310
30757,2723
30758,1972
30759,663
30760,2684
30761,1823
30762,3250
30763,592
30764,1844
30765,683
30766,2032
30767,422
30768,2167
30769,432
30770,2875
30771,2433
30772,2583
30773,2000
30774,1170
30775,2456
30776,3507
30777,2256
30778,4833
30779,3468
30780,1458
30781,2349
30782,725
30783,3058
30784,1094
30785,3754
30786,2259
30787,1777
30788,354
30789,5314
30790,2753
30791,3429
30792,918
30793,2820
30794,2439
30795,1794
30796,2184
30797,1456
30798,422
30799,4791
30800,1758
30801,1150
30802,2116
30803,3985
30804,2015
30805,4481
30806,2374
30807,2446
30808,726
30809,2366
30810,3226
30811,3180
30812,719
30813,2690
30814,996
30815,2572
30816,1075
30817,653
30818,1550
30819,2843
30820,1775
30821,2870
30822,3312
30823,4774
30824,5022
30825,1978
30826,4292
30827,2758
30828,2456
30829,805
30830,2314
30831,1361
30832,1697
30833,2116
30834,3544
30835,6176
30836,805
30837,1118
30838,1831
30839,1721
30840,2446
30841,2088
30842,3485
30843,1159
30844,3951
30845,3193
30846,1553
30847,2867
30848,4116
30849,731
30850,805
30851,5933
30852,4345
30853,4283
30854,622
30855,599
30856,3877
30857,1390
30858,879
30859,1018
30860,1761
30861,2491
30862,1444
30863,4179
30864,3144
30865,2467
30866,950
30867,3842
30868,2591
30869,1698
30870,1672
30871,4275
30872,1087
30873,1508
30874,1058
30875,512
30876,805
30877,2588
30878,5451
30879,1118
30880,1794
30881,1273
30882,1058
30883,3107
30884,2406
30885,3236
30886,4043
30887,930
30888,3116
30889,3555
30890,432
30891,3216
30892,1640
30893,1208
30894,634
30895,3077
30896,3546
30897,2739
30898,1896
30899,730
30900,531
30901,1248
30902,2256
30903,2999
30904,2761
30905,2590
30906,5085
30907,5901
30908,4066
30909,3429
30910,3644
30911,2681
30912,1245
30913,1588
30914,4275
30915,7248
30916,2750
30917,4421
30918,4169
30919,1094
30920,3653
30921,1738
30922,1761
30923,4599
30924,201
30925,1796
30926,2334
30927,1454
30928,1749
30929,1223
30930,830
30931,760
30932,2344
30933,4117
30934,4496
30935,1973
30936,2512
30937,1777
30938,3877
30939,1355
30940,1417
30941,1770
30942,1647
30943,1661
30944,3431
30945,2280
30946,4275
30947,3028
30948,3235
30949,1140
30950,2837
30951,2521
30952,7028
30953,1512
30954,2076
30955,1918
30956,2528
30957,4091
30958,461
30959,2032
30960,2584
30961,3688
30962,2190
30963,3196
30964,2005
30965,2411
30966,1761
30967,3696
30968,525
30969,2815
30970,83
30971,3605
30972,3931
30973,2306
30974,3546
30975,509
30976,978
30977,911
30978,3686
30979,2584
30980,3196
30981,5577
30982,1738
30983,2484
30984,942
30985,2359
30986,2368
30987,2269
30988,3247
30989,2799
30990,4756
30991,1896
30992,3931
30993,1612
30994,4014
30995,525
30996,717
30997,1355
30998,1621
30999,2184
31000,3656
31001,3926
31002,4481
31003,890
31004,1661
31005,591
31006,1491
31007,753
31008,2872
31009,3257
31010,760
31011,2453
31012,1702
31013,887
31014,2936
31015,885
31016,5956
31017,508
31018,3335
31019,1578
31020,2069
31021,2401
31022,1921
31023,3192
31024,4516
31025,676
31026,1726
31027,1270
31028,2687
31029,1289
31030,2184
31031,1355
31032,4019
31033,1211
31034,1334
31035,1647
31036,3494
31037,2758
31038,3192
31039,3970
31040,4818
31041,2655
31042,3236
31043,3023
31044,4774
31045,692
31046,2480
31047,2940
31048,4091
31049,3164
31050,596
31051,2857
31052,1659
31053,592
31054,1593
31055,2403
31056,3939
31057,4617
31058,4091
31059,2127
31060,1606
31061,3428
31062,2187
31063,2332
31064,3993
31065,1220
31066,2254
31067,2852
31068,6924
31069,4356
31070,919
31071,5784
31072,3876
31073,1408
31074,2596
31075,4601
31076,2359
31077,2537
31078,2366
31079,2837
31080,4833
31081,175
31082,1328
31083,2747
31084,1388
31085,509
31086,3099
31087,1066
31088,3257
31089,2334
31090,2368
31091,1696
31092,3942
31093,1369
31094,2015
31095,499
31096,2557
31097,4368
31098,936
31099,641
31100,742
31101,1400
31102,461
31103,1199
31104,3222
31105,653
31106,835
31107,852
31108,2753
31109,4400
31110,1142
31111,2965
31112,1256
31113,4066
31114,2640
31115,3915
31116,3099
31117,2484
31118,2624
31119,3458
31120,3256
31121,1073
31122,1775
31123,2000
31124,725
31125,3196
31126,1588
31127,857
31128,1647
31129,2611
31130,2127
31131,1647
31132,2857
31133,347
31134,2817
31135,936
31136,541
31137,863
31138,719
31139,1375
31140,764
31141,1446
31142,1647
31143,3926
31144,3494
31145,3235
31146,3241
31147,400
31148,2078
31149,4720
31150,2019
31151,1775
31152,2000
31153,1424
31154,2220
31155,1457
31156,726
31157,1639
31158,1254
31159,1578
31160,1170
31161,2505
31162,653
31163,2849
31164,3236
31165,982
31166,1018
31167,2672
31168,4844
31169,2844
31170,1746
31171,3308
31172,3507
31173,6231
31174,433
31175,3028
31176,2003
31177,1220
31178,1702
31179,3578
31180,2006
31181,2808
31182,2635
31183,5577
31184,3168
31185,1087
31186,1220
31187,3840
31188,5085
31189,2294
31190,2684
31191,1223
31192,4298
31193,4179
31194,1227
31195,984
31196,3876
31197,3546
31198,3682
31199,709
31200,1179
31201,2332
31202,757
31203,3544
31204,4013
31205,2261
31206,2175
31207,3627
31208,3028
31209,2781
31210,2162
31211,1159
31212,1570
31213,786
31214,2852
31215,1066
31216,6003
31217,3200
31218,2244
31219,2359
31220,1286
31221,5020
31222,1328
31223,872
31224,1777
31225,703
31226,3751
31227,2175
31228,872
31229,6924
31230,5565
31231,499
31232,3157
31233,1738
31234,404
31235,1408
31236,863
31237,1222
31238,556
31239,3915
31240,2528
31241,1512
31242,2294
31243,3753
31244,2809
31245,1550
31246,1746
31247,947
31248,1260
31249,5972
31250,548
31251,1454
31252,622
31253,1659
31254,5179
31255,2986
31256,668
31257,3869
31258,4510
31259,6026
31260,4251
31261,1925
31262,2366
31263,902
31264,692
31265,2762
31266,2727
31267,2069
31268,3382
31269,1921
31270,3714
31271,3676
31272,1937
31273,2401
31274,2581
31275,3548
31276,1358
31277,3022
31278,2411
31279,2358
31280,3196
31281,3665
31282,3217
31283,2727
31284,4875
31285,1286
31286,594
31287,909
31288,4116
31289,1932
31290,435
31291,5202
31292,1673
31293,587
31294,3627
31295,915
31296,5886
31297,835
31298,3058
31299,726
31300,2340
31301,433
31302,2482
31303,726
31304,634
31305,947
31306,2528
31307,4623
31308,910
31309,2837
31310,785
31311,1654
31312,4920
31313,1553
31314,2388
31315,541
31316,2823
31317,1508
31318,3931
31319,2184
31320,4623
31321,3428
31322,1654
31323,3714
31324,6930
31325,3200
31326,3682
31327,2563
31328,2405
31329,1427
31330,3452
31331,1211
31332,3236
31333,1087
31334,1358
31335,1019
31336,2254
31337,1018
31338,2451
31339,548
31340,4076
31341,982
31342,4073
31343,3751
31344,2777
31345,3751
31346,2875
31347,4013
31348,1427
31349,2726
31350,3714
31351,4013
31352,2845
31353,1148
31354,3335
31355,3717
31356,3148
31357,3340
31358,2583
31359,3328
31360,383
31361,652
31362,2403
31363,3942
31364,4920
31365,5085
31366,5098
31367,7219
31368,3627
31369,7028
31370,4255
31371,1910
31372,2562
31373,449
31374,519
31375,6263
31376,3226
31377,1251
31378,548
31379,599
31380,3398
31381,3589
31382,2468
31383,1355
31384,151
31385,919
31386,2042
31387,655
31388,3569
31389,3632
31390,7839
31391,2161
31392,726
31393,760
31394,3157
31395,1395
31396,432
31397,2411
31398,1844
31399,6924
31400,3676
31401,237
31402,1411
31403,1075
31404,1748
31405,3426
31406,6444
31407,683
31408,1254
31409,4850
31410,4310
31411,3926
31412,1563
31413,2684
31414,1000
31415,2000
31416,3144
31417,966
31418,3902
31419,1712
31420,2808
31421,1893
31422,3717
31423,3222
31424,3247
31425,4642
31426,3569
31427,3605
31428,3931
31429,2512
31430,1835
31431,3196
31432,5933
31433,3081
31434,2358
31435,2468
31436,725
31437,3644
31438,2388
31439,3993
31440,4947
31441,1839
31442,1358
31443,1831
31444,3236
31445,1270
31446,843
31447,3318
31448,2484
31449,2340
31450,5298
31451,3589
31452,1808
31453,1254
31454,586
31455,4696
31456,4022
31457,4016
31458,4042
31459,1118
31460,1615
31461,885
31462,4179
31463,2563
31464,3063
31465,1424
31466,4848
31467,2843
31468,805
31469,3391
31470,3247
31471,2015
31472,4169
31473,486
31474,2388
31475,2220
31476,3217
31477,1457
31478,4179
31479,4183
31480,1720
31481,3971
31482,876
31483,1019
31484,3540
31485,2843
31486,541
31487,1808
31488,313
31489,1087
31490,388
31491,1223
31492,2339
31493,3512
31494,2672
31495,1347
31496,1289
31497,4091
31498,5202
31499,4601
31500,3578
31501,1293
31502,1647
31503,3016
31504,3256
31505,902
31506,1770
31507,1948
31508,3123
31509,3840
31510,2495
31511,2762
31512,5606
31513,1839
31514,2841
31515,1898
31516,1775
31517,2333
31518,1033
31519,2820
31520,942
31521,4947
31522,2468
31523,2256
31524,1943
31525,2815
31526,6428
31527,4623
31528,1749
31529,978
31530,3130
31531,1657
31532,2844
31533,667
31534,970
31535,201
31536,2482
31537,2451
31538,1597
31539,624
31540,1101
31541,586
31542,232
31543,966
31544,2583
31545,1800
31546,1553
31547,1745
31548,175
31549,4481
31550,2908
31551,1751
31552,548
31553,1150
31554,2463
31555,5283
31556,887
31557,1550
31558,1895
31559,3627
31560,3081
31561,5565
31562,1831
31563,2794
31564,4601
31565,2866
31566,9081
31567,4720
31568,5766
31569,2340
31570,2762
31571,5577
31572,2483
31573,5565
31574,1712
31575,885
31576,963
31577,3852
31578,2562
31579,2193
31580,2670
31581,517
31582,2003
31583,2857
31584,2780
31585,674
31586,3638
31587,4138
31588,1344
31589,3546
31590,1500
31591,1920
31592,4496
31593,2849
31594,1456
31595,4013
31596,1334
31597,2945
31598,4255
31599,2334
31600,2261
31601,3398
31602,1408
31603,970
31604,784
31605,3751
31606,3714
31607,3066
31608,812
31609,1051
31610,1406
31611,2727
31612,2468
31613,3555
31614,719
31615,863
31616,2528
31617,2938
31618,2254
31619,2750
31620,1379
31621,3970
31622,2938
31623,3089
31624,1208
31625,3676
31626,4941
31627,2938
31628,910
31629,3431
31630,1227
31631,3318
31632,2433
31633,373
31634,4742
31635,1753
31636,5901
31637,865
31638,2972
31639,2817
31640,4400
31641,175
31642,4022
31643,3546
31644,1444
31645,3942
31646,3494
31647,3429
31648,3458
31649,3473
31650,1454
31651,2926
31652,1970
31653,736
31654,4014
31655,157
31656,3782
31657,499
31658,3458
31659,3180
31660,4850
31661,4659
31662,1896
31663,4022
31664,1612
31665,2926
31666,596
31667,2077
31668,2314
31669,3391
31670,2069
31671,759
31672,3335
31673,5956
31674,1211
31675,3942
31676,2886
31677,2069
31678,4659
31679,1699
31680,4116
31681,1199
31682,2837
31683,3754
31684,2852
31685,4971
31686,3840
31687,2938
31688,2004
31689,1647
31690,2446
31691,1777
31692,2747
31693,1066
31694,5202
31695,921
31696,1831
31697,1394
31698,6143
31699,4636
31700,1369
31701,4169
31702,4405
31703,2322
31704,175
31705,1621
31706,2000
31707,2518
31708,1256
31709,1000
31710,3431
31711,3915
31712,4920
31713,3028
31714,3592
31715,2132
31716,1893
31717,763
31718,4774
31719,1987
31720,3644
31721,3196
31722,3638
31723,3546
31724,4623
31725,2596
31726,4599
31727,433
31728,1199
31729,2982
31730,1659
31731,3236
31732,1595
31733,2334
31734,3312
31735,1500
31736,3148
31737,1286
31738,1921
31739,928
31740,2681
31741,1347
31742,4292
31743,760
31744,3308
31745,1970
31746,5766
31747,790
31748,560
31749,3383
31750,1858
31751,4623
31752,2105
31753,843
31754,5194
31755,4850
31756,3417
31757,1036
31758,519
31759,3168
31760,1917
31761,2990
31762,1120
31763,1640
31764,1199
31765,2175
31766,586
31767,3016
31768,2433
31769,3148
31770,3065
31771,3555
31772,1987
31773,3222
31774,2366
31775,3222
31776,9081
31777,1373
31778,1621
31779,2388
31780,3018
31781,3475
31782,4400
31783,5299
31784,726
31785,2687
31786,2823
31787,1992
31788,1578
31789,586
31790,1720
31791,2216
31792,1500
31793,1094
31794,3902
31795,982
31796,313
31797,2966
31798,548
31799,3640
31800,1444
31801,730
31802,1237
31803,1578
31804,4920
31805,3250
31806,1889
31807,4430
31808,1179
31809,1753
31810,1444
31811,2608
31812,2538
31813,3544
31814,1726
31815,4091
31816,667
31817,3168
31818,653
31819,237
31820,3812
31821,2640
31822,3512
31823,1073
31824,2965
31825,1512
31826,2808
31827,1087
31828,1777
31829,3196
31830,556
31831,4599
31832,1721
31833,1454
31834,4369
31835,3459
31836,2926
31837,3807
31838,3748
31839,509
31840,2990
31841,3118
31842,653
31843,1444
31844,683
31845,2439
31846,499
31847,865
31848,4292
31849,757
31850,1672
31851,3422
31852,2184
31853,1375
31854,1751
31855,4941
31856,3257
31857,435
31858,692
31859,2936
31860,3256
31861,785
31862,742
31863,942
31864,517
31865,974
31866,2972
31867,3714
31868,6143
31869,3123
31870,3748
31871,1427
31872,400
31873,3417
31874,785
31875,3098
31876,586
31877,3970
31878,4369
31879,1347
31880,2528
31881,1258
31882,1018
31883,422
31884,484
31885,814
31886,3116
31887,3028
31888,2341
31889,1770
31890,4962
31891,1208
31892,3369
31893,3824
31894,782
31895,2175
31896,2483
31897,1258
31898,2780
31899,1640
31900,2823
31901,6887
31902,1702
31903,703
31904,5390
31905,5098
31906,2742
31907,6444
31908,3842
31909,4228
31910,2368
31911,587
31912,902
31913,432
31914,974
31915,1932
31916,509
31917,3312
31918,4400
31919,1286
31920,1542
31921,1245
31922,2761
31923,1444
31924,3592
31925,2175
31926,4169
31927,5451
31928,1220
31929,3717
31930,4962
31931,5141
31932,3118
31933,2940
31934,1770
31935,1388
31936,2762
31937,1938
31938,2482
31939,2753
31940,668
31941,2648
31942,1006
31943,1220
31944,1543
31945,1394
31946,587
31947,4283
31948,5644
31949,1100
31950,3644
31951,622
31952,873
31953,519
31954,2234
31955,1255
31956,1873
31957,3961
31958,3592
31959,7031
31960,517
31961,3256
31962,3846
31963,3318
31964,1632
31965,2648
31966,3318
31967,1457
31968,461
31969,3236
31970,7510
31971,2583
31972,3376
31973,2368
31974,674
31975,764
31976,1117
31977,4430
31978,1835
31979,361
31980,2403
31981,2648
31982,1256
31983,3444
31984,4623
31985,915
31986,2848
31987,3200
31988,603
31989,2674
31990,1456
31991,2366
31992,667
31993,1632
31994,2140
31995,909
31996,2703
31997,996
31998,4017
31999,2799
32000,3748
32001,4042
32002,5933
32003,3902
32004,2835
32005,201
32006,2655
32007,915
32008,2015
32009,1698
32010,814
32011,3148
32012,2077
32013,531
32014,3640
32015,805
32016,3130
32017,2280
32018,3081
32019,2537
32020,2857
32021,1117
32022,2841
32023,2322
32024,4392
32025,1051
32026,3236
32027,4920
32028,4808
32029,1696
32030,2105
32031,918
32032,2042
32033,1351
32034,926
32035,7248
32036,4066
32037,3196
32038,4019
32039,1958
32040,2609
32041,1507
32042,541
32043,4269
32044,1424
32045,432
32046,3970
32047,902
32048,910
32049,3144
32050,3625
32051,885
32052,1553
32053,6058
32054,2748
32055,1024
32056,548
32057,1803
32058,921
32059,1347
32060,1094
32061,2467
32062,2324
32063,3398
32064,1424
32065,4742
32066,4481
32067,1018
32068,641
32069,1858
32070,5299
32071,4774
32072,1006
32073,2003
32074,814
32075,2161
32076,1937
32077,3340
32078,1358
32079,7219
32080,1200
32081,812
32082,5202
32083,1142
32084,1647
32085,857
32086,596
32087,1893
32088,1237
32089,1932
32090,4368
32091,1148
32092,2234
32093,852
32094,4623
32095,911
32096,3144
32097,3807
32098,652
32099,2848
32100,3653
32101,3604
32102,581
32103,4082
32104,1286
32105,4179
32106,2671
32107,4269
32108,975
32109,1612
32110,1491
32111,1458
32112,652
32113,2045
32114,586
32115,2076
32116,3257
32117,2374
32118,884
32119,2314
32120,5298
32121,1157
32122,1427
32123,4283
32124,1199
32125,1286
32126,1075
32127,2003
32128,1458
32129,978
32130,1823
32131,3328
32132,1794
32133,1256
32134,3112
32135,3312
32136,805
32137,3107
32138,2926
32139,4421
32140,3592
32141,1900
32142,384
32143,3190
32144,1640
32145,691
32146,691
32147,1459
32148,4310
32149,2528
32150,2781
32151,2907
32152,2259
32153,1512
32154,1277
32155,970
32156,1286
32157,1179
32158,2777
32159,3222
32160,1075
32161,5390
32162,736
32163,3659
32164,653
32165,473
32166,592
32167,586
32168,3118
32169,1588
32170,4091
32171,3970
32172,1659
32173,982
32174,885
32175,2916
32176,2993
32177,4356
32178,1199
32179,548
32180,2938
32181,708
32182,759
32183,1427
32184,1084
32185,2076
32186,1446
32187,2521
32188,1563
32189,3782
32190,4294
32191,667
32192,7248
32193,1415
32194,1000
32195,5886
32196,830
32197,7687
32198,3644
32199,4947
32200,509
32201,592
32202,2324
32203,4087
32204,2505
32205,3098
32206,1406
32207,2395
32208,872
32209,4590
32210,885
32211,4659
32212,2739
