,doc_length
111140,5314
111141,4974
111142,4324
111143,2478
111144,2844
111145,2726
111146,660
111147,1223
111148,596
111149,1803
111150,1796
111151,3112
111152,1508
111153,5085
111154,985
111155,1344
111156,3931
111157,726
111158,3676
111159,902
111160,3812
111161,884
111162,968
111163,902
111164,3523
111165,1255
111166,2609
111167,2762
111168,1254
111169,3578
111170,4629
111171,726
111172,2491
111173,2256
111174,2193
111175,1512
111176,873
111177,2845
111178,3391
111179,1024
111180,2116
111181,2999
111182,1117
111183,3116
111184,2238
111185,2294
111186,2127
111187,3180
111188,3077
111189,2162
111190,8516
111191,6924
111192,1200
111193,1794
111194,1777
111195,1099
111196,869
111197,3023
111198,4791
111199,1644
111200,785
111201,992
111202,2690
111203,909
111204,3146
111205,7510
111206,1651
111207,1593
111208,4673
111209,2162
111210,2220
111211,2271
111212,587
111213,3458
111214,3869
111215,3222
111216,3397
111217,3458
111218,1585
111219,726
111220,1260
111221,3247
111222,3852
111223,3546
111224,3459
111225,3116
111226,232
111227,1084
111228,1588
111229,2411
111230,2280
111231,6231
111232,1993
111233,3016
111234,4345
111235,1094
111236,1011
111237,3970
111238,4356
111239,3144
111240,1659
111241,519
111242,627
111243,887
111244,3235
111245,3196
111246,1100
111247,830
111248,3123
111249,3226
111250,6924
111251,1702
111252,3311
111253,2681
111254,519
111255,1973
111256,151
111257,909
111258,4169
111259,3659
111260,2015
111261,1844
111262,2672
111263,3627
111264,622
111265,4128
111266,2483
111267,3222
111268,4016
111269,2781
111270,3148
111271,4682
111272,4076
111273,1900
111274,4128
111275,909
111276,1720
111277,2672
111278,1844
111279,1918
111280,2069
111281,7219
111282,1355
111283,2324
111284,1844
111285,918
111286,1761
111287,2446
111288,3452
111289,3876
111290,201
111291,5972
111292,2322
111293,4791
111294,775
111295,1256
111296,2069
111297,2167
111298,3942
111299,3942
111300,2762
111301,1328
111302,4666
111303,947
111304,785
111305,1406
111306,5298
111307,2018
111308,4848
111309,1306
111310,3222
111311,782
111312,2753
111313,3133
111314,785
111315,174
111316,683
111317,2324
111318,742
111319,735
111320,5432
111321,1657
111322,1770
111323,4342
111324,760
111325,347
111326,1844
111327,885
111328,9081
111329,3812
111330,3761
111331,4941
111332,400
111333,2875
111334,1960
111335,3600
111336,2845
111337,4076
111338,3555
111339,1456
111340,1328
111341,5432
111342,2199
111343,1588
111344,1606
111345,879
111346,1896
111347,560
111348,653
111349,1699
111350,2239
111351,2639
111352,2439
111353,691
111354,2259
111355,3089
111356,4818
111357,944
111358,1644
111359,3688
111360,1758
111361,2322
111362,3444
111363,2687
111364,4298
111365,2554
111366,2621
111367,5085
111368,3458
111369,1588
111370,2926
111371,1157
111372,1794
111373,237
111374,3592
111375,4169
111376,3133
111377,347
111378,1222
111379,1227
111380,5387
111381,4742
111382,876
111383,4073
111384,3931
111385,4818
111386,6231
111387,2405
111388,3748
111389,1406
111390,3135
111391,1639
111392,2682
111393,6176
111394,1248
111395,435
111396,4850
111397,3970
111398,4735
111399,830
111400,422
111401,2431
111402,5202
111403,6231
111404,1200
111405,5390
111406,1073
111407,1726
111408,2681
111409,2898
111410,2823
111411,1920
111412,2926
111413,2495
111414,2926
111415,3130
111416,3876
111417,3827
111418,3257
111419,3123
111420,1889
111421,1338
111422,1753
111423,4844
111424,760
111425,175
111426,653
111427,388
111428,3312
111429,1084
111430,3116
111431,1578
111432,1101
111433,6026
111434,1672
111435,1258
111436,1459
111437,823
111438,1415
111439,3686
111440,1585
111441,4073
111442,3016
111443,2870
111444,3682
111445,2280
111446,1179
111447,1051
111448,3877
111449,1174
111450,1621
111451,587
111452,911
111453,5545
111454,3081
111455,6026
111456,2333
111457,1000
111458,653
111459,3340
111460,4066
111461,3318
111462,1918
111463,1526
111464,1220
111465,237
111466,2945
111467,814
111468,6444
111469,863
111470,1457
111471,3824
111472,3236
111473,3846
111474,726
111475,3335
111476,2761
111477,1796
111478,3926
111479,3426
111480,5194
111481,3723
111482,3428
111483,2986
111484,674
111485,2411
111486,3546
111487,1358
111488,592
111489,3473
111490,1611
111491,3722
111492,1278
111493,586
111494,915
111495,287
111496,2482
111497,2377
111498,1406
111499,1943
111500,982
111501,8516
111502,1895
111503,3422
111504,775
111505,2482
111506,596
111507,3458
111508,2875
111509,237
111510,1943
111511,3081
111512,2478
111513,978
111514,1597
111515,3840
111516,3028
111517,6430
111518,1794
111519,869
111520,2875
111521,1061
111522,2799
111523,5141
111524,1066
111525,3023
111526,1099
111527,1094
111528,4324
111529,3676
111530,3852
111531,1588
111532,2154
111533,4617
111534,3869
111535,2340
111536,586
111537,232
111538,1823
111539,3592
111540,1456
111541,4251
111542,1808
111543,1698
111544,2239
111545,4269
111546,1379
111547,784
111548,3827
111549,2537
111550,873
111551,4599
111552,810
111553,4046
111554,1588
111555,1900
111556,726
111557,4298
111558,3144
111559,2340
111560,782
111561,627
111562,1657
111563,995
111564,5141
111565,1987
111566,1721
111567,1223
111568,726
111569,3312
111570,653
111571,2681
111572,548
111573,3154
111574,5766
111575,2088
111576,1702
111577,3458
111578,531
111579,3877
111580,1644
111581,3458
111582,4269
111583,5141
111584,509
111585,2184
111586,2993
111587,2256
111588,1042
111589,2005
111590,3915
111591,4076
111592,1800
111593,4430
111594,4324
111595,995
111596,1246
111597,915
111598,1775
111599,2866
111600,1260
111601,8516
111602,4369
111603,2339
111604,760
111605,928
111606,1699
111607,1491
111608,2505
111609,2690
111610,1918
111611,4079
111612,2781
111613,3798
111614,2687
111615,3157
111616,3196
111617,1925
111618,1721
111619,1543
111620,1358
111621,3235
111622,3458
111623,3023
111624,2456
111625,4292
111626,3236
111627,1286
111628,1220
111629,910
111630,2762
111631,1073
111632,839
111633,1457
111634,3398
111635,2815
111636,3041
111637,1358
111638,2179
111639,1748
111640,3257
111641,1992
111642,5390
111643,1444
111644,83
111645,3157
111646,1099
111647,1550
111648,1654
111649,2758
111650,4345
111651,757
111652,863
111653,785
111654,785
111655,2835
111656,1018
111657,1640
111658,6176
111659,2815
111660,175
111661,3028
111662,1456
111663,1794
111664,5529
111665,1363
111666,2844
111667,7248
111668,1424
111669,5933
111670,2484
111671,1246
111672,592
111673,947
111674,1289
111675,3369
111676,513
111677,3824
111678,872
111679,1406
111680,1606
111681,4696
111682,3028
111683,5314
111684,579
111685,1730
111686,4079
111687,879
111688,2676
111689,2639
111690,2374
111691,759
111692,1444
111693,1208
111694,1900
111695,1140
111696,1170
111697,2261
111698,2340
111699,2916
111700,1388
111701,6924
111702,1200
111703,915
111704,1881
111705,3842
111706,2162
111707,2521
111708,3255
111709,1358
111710,1344
111711,3564
111712,1000
111713,2857
111714,1632
111715,2590
111716,1978
111717,1417
111718,1720
111719,5532
111720,509
111721,1270
111722,9628
111723,2340
111724,1036
111725,3116
111726,921
111727,2322
111728,1710
111729,2361
111730,3311
111731,347
111732,5085
111733,2333
111734,3247
111735,1065
111736,1094
111737,2351
111738,1672
111739,1896
111740,2581
111741,3682
111742,2190
111743,1808
111744,622
111745,2758
111746,995
111747,4941
111748,3123
111749,3723
111750,997
111751,3164
111752,5390
111753,3843
111754,1408
111755,2361
111756,915
111757,4430
111758,1246
111759,578
111760,3428
111761,4116
111762,1277
111763,1246
111764,4974
111765,2528
111766,2748
111767,786
111768,2583
111769,2982
111770,683
111771,3118
111772,1672
111773,433
111774,2374
111775,4617
111776,3023
111777,2446
111778,3632
111779,2844
111780,4850
111781,843
111782,1896
111783,2167
111784,2875
111785,784
111786,1896
111787,1342
111788,3640
111789,1408
111790,676
111791,3782
111792,2748
111793,1873
111794,1844
111795,2339
111796,936
111797,4791
111798,2314
111799,3063
111800,1344
111801,676
111802,2516
111803,599
111804,2848
111805,3942
111806,5194
111807,2945
111808,1615
111809,1388
111810,3382
111811,1101
111812,5194
111813,1858
111814,2875
111815,3993
111816,884
111817,1761
111818,151
111819,4818
111820,764
111821,3089
111822,1844
111823,3250
111824,3637
111825,1796
111826,2474
111827,1340
111828,1094
111829,3544
111830,726
111831,1254
111832,2875
111833,4228
111834,3485
111835,151
111836,3168
111837,400
111838,586
111839,1042
111840,2019
111841,1227
111842,3951
111843,2742
111844,1761
111845,1657
111846,1578
111847,1283
111848,2762
111849,2837
111850,4623
111851,736
111852,4324
111853,910
111854,1661
111855,201
111856,2405
111857,3429
111858,887
111859,1858
111860,3028
111861,915
111862,3428
111863,650
111864,2042
111865,4076
111866,1042
111867,2648
111868,2518
111869,2590
111870,3636
111871,1726
111872,2322
111873,2446
111874,2234
111875,6428
111876,921
111877,1906
111878,2875
111879,653
111880,4087
111881,2965
111882,175
111883,2042
111884,2655
111885,2019
111886,3144
111887,3644
111888,2418
111889,1066
111890,1920
111891,1084
111892,622
111893,2422
111894,1654
111895,667
111896,3256
111897,1000
111898,3640
111899,2780
111900,2280
111901,2006
111902,3193
111903,3961
111904,1831
111905,683
111906,4808
111907,461
111908,4833
111909,5886
111910,2857
111911,2456
111912,2844
111913,2907
111914,6887
111915,6930
111916,2674
111917,517
111918,1550
111919,1698
111920,1358
111921,3751
111922,1065
111923,201
111924,2837
111925,1654
111926,4065
111927,2758
111928,759
111929,596
111930,2482
111931,691
111932,3311
111933,237
111934,2844
111935,4128
111936,3840
111937,2715
111938,785
111939,2990
111940,2446
111941,2076
111942,2254
111943,1174
111944,2314
111945,2269
111946,1256
111947,1222
111948,1211
111949,1427
111950,508
111951,1248
111952,1246
111953,1840
111954,1839
111955,3723
111956,2676
111957,3118
111958,3118
111959,404
111960,8516
111961,4117
111962,4345
111963,1565
111964,525
111965,1223
111966,663
111967,3723
111968,3877
111969,3993
111970,404
111971,966
111972,3458
111973,918
111974,997
111975,3468
111976,5577
111977,1749
111978,5972
111979,1084
111980,3970
111981,4055
111982,3686
111983,3335
111984,2857
111985,2162
111986,3222
111987,586
111988,2872
111989,3564
111990,587
111991,1943
111992,1823
111993,2715
111994,1761
111995,4623
111996,1358
111997,1118
111998,3993
111999,653
112000,2528
112001,952
112002,759
112003,1441
112004,1286
112005,1730
112006,1794
112007,3016
112008,4629
112009,668
112010,2418
112011,3798
112012,884
112013,2609
112014,587
112015,708
112016,2777
112017,3638
112018,814
112019,1375
112020,2405
112021,2358
112022,2045
112023,2527
112024,1358
112025,2898
112026,4818
112027,422
112028,975
112029,2579
112030,1018
112031,404
112032,1921
112033,936
112034,435
112035,2069
112036,232
112037,4013
112038,4617
112039,1978
112040,653
112041,2937
112042,6176
112043,3840
112044,3550
112045,7248
112046,676
112047,785
112048,787
112049,1906
112050,764
112051,1099
112052,2866
112053,1672
112054,2032
112055,1960
112056,2527
112057,2344
112058,2456
112059,863
112060,1075
112061,3429
112062,3676
112063,1938
112064,7028
112065,3546
112066,653
112067,703
112068,2359
112069,3604
112070,3192
112071,2518
112072,1221
112073,1654
112074,2018
112075,587
112076,6058
112077,3468
112078,2339
112079,2753
112080,151
112081,2965
112082,9081
112083,7687
112084,4808
112085,1831
112086,2422
112087,4275
112088,2505
112089,810
112090,499
112091,3180
112092,1720
112093,5484
112094,1140
112095,3328
112096,433
112097,2439
112098,1704
112099,835
112100,884
112101,3862
112102,2368
112103,7255
112104,517
112105,737
112106,1900
112107,2512
112108,2314
112109,3993
112110,3087
112111,2401
112112,3217
112113,2926
112114,2837
112115,2521
112116,2000
112117,4590
112118,1639
112119,2945
112120,592
112121,3154
112122,7319
112123,1174
112124,4875
112125,1721
112126,3636
112127,3970
112128,1260
112129,1003
112130,2579
112131,3107
112132,1970
112133,2120
112134,1258
112135,3130
112136,2003
112137,863
112138,1758
112139,3523
112140,2965
112141,2739
112142,2875
112143,653
112144,1932
112145,915
112146,859
112147,3235
112148,1036
112149,703
112150,909
112151,1220
112152,1379
112153,2916
112154,2483
112155,1972
112156,1100
112157,2077
112158,1211
112159,1738
112160,2483
112161,4516
112162,3318
112163,4275
112164,4590
112165,422
112166,1459
112167,786
112168,2467
112169,4400
112170,890
112171,3840
112172,982
112173,4791
112174,2339
112175,151
112176,2782
112177,1200
112178,3827
112179,4294
112180,3688
112181,717
112182,1142
112183,2867
112184,2521
112185,383
112186,6428
112187,1211
112188,3632
112189,556
112190,805
112191,884
112192,2857
112193,1293
112194,1654
112195,3236
112196,1066
112197,814
112198,579
112199,4756
112200,1390
112201,2403
112202,3226
112203,5956
112204,3135
112205,3089
112206,1245
112207,3116
112208,1632
112209,2993
112210,3369
112211,2936
112212,3116
112213,1246
112214,2006
112215,1214
112216,4022
112217,2808
112218,2937
112219,2940
112220,3807
112221,2676
112222,1698
112223,3144
112224,4324
112225,157
112226,1324
112227,1807
112228,2855
112229,1444
112230,1084
112231,1758
112232,1659
112233,2019
112234,3555
112235,2120
112236,3452
112237,2455
112238,313
112239,3382
112240,3475
112241,3164
112242,1179
112243,2077
112244,3256
112245,3398
112246,730
112247,2374
112248,2687
112249,3931
112250,4275
112251,4228
112252,4116
112253,3748
112254,3523
112255,1075
112256,2405
112257,1794
112258,2521
112259,1831
112260,1794
112261,3123
112262,876
112263,3512
112264,4042
112265,3546
112266,1289
112267,4022
112268,982
112269,158
112270,703
112271,2849
112272,2005
112273,3157
112274,2875
112275,3644
112276,622
112277,869
112278,1094
112279,1644
112280,2986
112281,3444
112282,2670
112283,2239
112284,2681
112285,4169
112286,793
112287,676
112288,2154
112289,3540
112290,1896
112291,4369
112292,1746
112293,2753
112294,3148
112295,3148
112296,4974
112297,4275
112298,814
112299,5956
112300,2220
112301,857
112302,2512
112303,3592
112304,3985
112305,1553
112306,2193
112307,4791
112308,596
112309,175
112310,1415
112311,3555
112312,2344
112313,2554
112314,3748
112315,3512
112316,863
112317,2403
112318,3335
112319,692
112320,4076
112321,1222
112322,6674
112323,3812
112324,1018
112325,1324
112326,1342
112327,805
112328,3884
112329,4601
112330,3604
112331,432
112332,2000
112333,3651
112334,1283
112335,3236
112336,1588
112337,2120
112338,525
112339,388
112340,5933
112341,4324
112342,1390
112343,3636
112344,910
112345,2403
112346,2999
112347,3217
112348,3235
112349,2000
112350,3192
112351,433
112352,1018
112353,1358
112354,1654
112355,2848
112356,435
112357,1921
112358,890
112359,4818
112360,1595
112361,2672
112362,2269
112363,1672
112364,2483
112365,4659
112366,3322
112367,2395
112368,2815
112369,2003
112370,3123
112371,1987
112372,2739
112373,4696
112374,3022
112375,1938
112376,4623
112377,2808
112378,2116
112379,581
112380,3112
112381,1094
112382,5286
112383,5390
112384,3196
112385,2403
112386,1087
112387,1985
112388,2341
112389,1000
112390,4014
112391,2439
112392,7687
112393,622
112394,1726
112395,782
112396,2938
112397,1672
112398,2916
112399,3426
112400,4016
112401,2575
112402,2005
112403,726
112404,1273
112405,3761
112406,3144
112407,1019
112408,3217
112409,3604
112410,3236
112411,919
112412,2456
112413,775
112414,3686
112415,3192
112416,2843
112417,4601
112418,2042
112419,4135
112420,708
112421,3250
112422,2456
112423,1395
112424,3308
112425,1772
112426,863
112427,404
112428,2455
112429,1794
112430,2401
112431,996
112432,2088
112433,3637
112434,4066
112435,5886
112436,1170
112437,2167
112438,805
112439,1369
112440,3589
112441,3564
112442,909
112443,4481
112444,2116
112445,3458
112446,2761
112447,201
112448,3812
112449,3682
112450,4091
112451,1992
112452,2340
112453,2332
112454,3226
112455,757
112456,863
112457,1647
112458,1200
112459,2220
112460,4774
112461,1036
112462,1246
112463,1973
112464,4292
112465,541
112466,1289
112467,1749
112468,3751
112469,3993
112470,2217
112471,1277
112472,4947
112473,1896
112474,2584
112475,5202
112476,388
112477,3016
112478,4590
112479,2026
112480,2926
112481,1906
112482,3118
112483,1058
112484,4947
112485,3592
112486,2456
112487,4128
112488,2639
112489,1910
112490,3023
112491,531
112492,1117
112493,1784
112494,5085
112495,5886
112496,1580
112497,4735
112498,3226
112499,2154
112500,6599
112501,3604
112502,2687
112503,5314
112504,2672
112505,1726
112506,1140
112507,2581
112508,2256
112509,3550
112510,232
112511,2006
112512,970
112513,1467
112514,1161
112515,7248
112516,2003
112517,2141
112518,1000
112519,4169
112520,8516
112521,1588
112522,921
112523,433
112524,3417
112525,1563
112526,909
112527,3842
112528,995
112529,1775
112530,1553
112531,2843
112532,1246
112533,3116
112534,4016
112535,586
112536,2190
112537,760
112538,2076
112539,3235
112540,2986
112541,1644
112542,1844
112543,1457
112544,2217
112545,1654
112546,6263
112547,1458
112548,1258
112549,1958
112550,2433
112551,3651
112552,3226
112553,5019
112554,6930
112555,2575
112556,2239
112557,989
112558,1563
112559,1454
112560,1512
112561,902
112562,1651
112563,974
112564,930
112565,1698
112566,1730
112567,2945
112568,2916
112569,622
112570,2366
112571,4016
112572,5933
112573,5482
112574,3301
112575,2848
112576,4082
112577,1606
112578,3723
112579,5202
112580,663
112581,5390
112582,982
112583,2848
112584,3164
112585,830
112586,1918
112587,785
112588,3812
112589,1179
112590,2141
112591,1672
112592,3798
112593,5606
112594,4850
112595,1394
112596,2727
112597,4481
112598,2857
112599,1306
112600,1024
112601,2190
112602,1661
112603,313
112604,587
112605,6428
112606,2866
112607,1881
112608,2190
112609,1283
112610,1593
112611,3018
112612,4941
112613,2926
112614,3926
112615,911
112616,5314
112617,2584
112618,936
112619,667
112620,6143
112621,2018
112622,2132
112623,3250
112624,1222
112625,4623
112626,2405
112627,6599
112628,1704
112629,3180
112630,3485
112631,435
112632,1293
112633,7687
112634,1714
112635,634
112636,966
112637,4367
112638,2640
112639,5565
112640,1943
112641,742
112642,652
112643,2132
112644,655
112645,560
112646,3391
112647,4128
112648,2259
112649,731
112650,3235
112651,1500
112652,663
112653,3877
112654,717
112655,4019
112656,4042
112657,1654
112658,3876
112659,3931
112660,2302
112661,2405
112662,1254
112663,1753
112664,1992
112665,1978
112666,1221
112667,1340
112668,1882
112669,786
112670,1844
112671,1199
112672,5901
112673,1221
112674,4269
112675,1563
112676,2344
112677,1746
112678,2857
112679,1094
112680,3458
112681,541
112682,1388
112683,1358
112684,1794
112685,873
112686,2322
112687,9081
112688,1159
112689,947
112690,5972
112691,2154
112692,930
112693,1100
112694,153
112695,4848
112696,4342
112697,1728
112698,3071
112699,3226
112700,1199
112701,347
112702,3222
112703,2844
112704,622
112705,1553
112706,3644
112707,2418
112708,4496
112709,1117
112710,3328
112711,2809
112712,347
112713,5933
112714,2480
112715,3656
112716,634
112717,996
112718,6428
112719,1411
112720,3429
112721,1796
112722,2648
112723,1000
112724,3391
112725,3222
112726,1456
112727,1720
112728,2937
112729,4496
112730,1508
112731,674
112732,3473
112733,3915
112734,3970
112735,3589
112736,2259
112737,1006
112738,2116
112739,2753
112740,1211
112741,653
112742,2596
112743,1644
112744,634
112745,785
112746,2239
112747,4971
112748,2340
112749,3118
112750,5098
112751,2588
112752,753
112753,3312
112754,3144
112755,1248
112756,76
112757,2799
112758,2015
112759,2220
112760,2405
112761,1283
112762,3754
112763,2373
112764,2483
112765,1882
112766,3961
112767,3578
112768,3112
112769,1905
112770,347
112771,2596
112772,586
112773,863
112774,4617
112775,1728
112776,1246
112777,2857
112778,2687
112779,2528
112780,2872
112781,3627
112782,591
112783,1794
112784,560
112785,3693
112786,1900
112787,3926
112788,3555
112789,2837
112790,930
112791,2455
112792,2844
112793,2439
112794,6924
112795,2361
112796,3562
112797,1441
112798,4818
112799,710
112800,3180
112801,1615
112802,591
112803,3116
112804,2418
112805,919
112806,384
112807,4022
112808,313
112809,835
112810,2269
112811,1730
112812,992
112813,2234
112814,3636
112815,717
112816,151
112817,1794
112818,3843
112819,1075
112820,4065
112821,805
112822,8516
112823,1794
112824,3840
112825,3123
112826,1338
112827,3157
112828,4116
112829,1895
112830,4292
112831,2366
112832,1896
112833,1392
112834,947
112835,947
112836,1222
112837,1148
112838,5933
112839,3940
112840,2681
112841,1293
112842,1258
112843,683
112844,1937
112845,947
112846,4642
112847,535
112848,596
112849,83
112850,3685
112851,1394
112852,634
112853,4947
112854,831
112855,2655
112856,785
112857,4283
112858,3311
112859,1170
112860,2340
112861,1328
112862,1738
112863,4065
112864,1246
112865,2750
112866,2849
112867,3548
112868,1159
112869,5577
112870,2006
112871,1831
112872,1796
112873,2528
112874,3041
112875,1289
112876,1978
112877,1148
112878,3812
112879,2395
112880,2216
112881,4405
112882,3193
112883,1721
112884,1918
112885,653
112886,2758
112887,3970
112888,2682
112889,3154
112890,3632
112891,2715
112892,1373
112893,4636
112894,757
112895,1427
112896,3168
112897,2361
112898,1406
112899,1720
112900,1140
112901,1887
112902,1796
112903,1000
112904,2239
112905,942
112906,1424
112907,2753
112908,1910
112909,6924
112910,2132
112911,2406
112912,1699
112913,1306
112914,5644
112915,4818
112916,624
112917,2857
112918,966
112919,2672
112920,2937
112921,517
112922,1526
112923,4617
112924,3723
112925,3723
112926,1117
112927,3485
112928,2823
112929,1084
112930,3970
112931,454
112932,3301
112933,1720
112934,2990
112935,2528
112936,1910
112937,4682
112938,4848
112939,2875
112940,2294
112941,1220
112942,942
112943,3812
112944,1600
112945,313
112946,4292
112947,3676
112948,1840
112949,388
112950,237
112951,2845
112952,2395
112953,876
112954,2857
112955,1615
112956,1248
112957,4066
112958,2359
112959,2875
112960,952
112961,683
112962,1920
112963,3107
112964,2132
112965,3328
112966,3099
112967,2306
112968,1256
112969,814
112970,3429
112971,2835
112972,2875
112973,2938
112974,1606
112975,3257
112976,3236
112977,1408
112978,1289
112979,3685
112980,2945
112981,8516
112982,3569
112983,711
112984,2256
112985,4292
112986,1693
112987,653
112988,2971
112989,708
112990,158
112991,1000
112992,4275
112993,676
112994,535
112995,3926
112996,591
112997,887
112998,1844
112999,2609
113000,1550
113001,2640
113002,709
113003,2120
113004,3123
113005,3222
113006,581
113007,1800
113008,3475
113009,8516
113010,2411
113011,1585
113012,3548
113013,3604
113014,1796
113015,3578
113016,1612
113017,823
113018,3196
113019,1987
113020,3166
113021,3632
113022,6263
113023,3869
113024,3023
113025,3688
113026,4356
113027,1553
113028,4623
113029,1721
113030,2848
113031,1000
113032,1896
113033,7219
113034,449
113035,1306
113036,728
113037,2671
113038,1390
113039,1906
113040,663
113041,1508
113042,1844
113043,2671
113044,4345
113045,1543
113046,287
113047,1507
113048,2518
113049,2563
113050,3168
113051,2982
113052,3157
113053,3028
113054,835
113055,2042
113056,1730
113057,2366
113058,3312
113059,4183
113060,909
113061,1621
113062,3686
113063,9628
113064,1148
113065,2845
113066,1840
113067,3812
113068,2560
113069,735
113070,2254
113071,2848
113072,1647
113073,3723
113074,2682
113075,2937
113076,1777
113077,823
113078,2723
113079,3807
113080,3564
113081,2670
113082,775
113083,2715
113084,4947
113085,1873
113086,3592
113087,1293
113088,5020
113089,3023
113090,1100
113091,1379
113092,709
113093,3363
113094,1277
113095,719
113096,1881
113097,2003
113098,2439
113099,1019
113100,2453
113101,970
113102,2395
113103,2433
113104,1621
113105,3429
113106,4742
113107,1246
113108,579
113109,1873
113110,3210
113111,2076
113112,2076
113113,1794
113114,1220
113115,1542
113116,2000
113117,3444
113118,982
113119,4971
113120,3335
113121,3685
113122,1973
113123,9081
113124,2505
113125,1424
113126,4269
113127,1251
113128,885
113129,709
113130,3129
113131,3256
113132,2609
113133,760
113134,5972
113135,3041
113136,2849
113137,2596
113138,1553
113139,2648
113140,3063
113141,2742
113142,2563
113143,1084
113144,1148
113145,3600
113146,3632
113147,3600
113148,2294
113149,2817
113150,3222
113151,2167
113152,785
113153,4947
113154,3843
113155,1543
113156,4179
113157,5141
113158,5788
113159,2256
113160,975
113161,2875
113162,4791
113163,4833
113164,4367
113165,2108
113166,782
113167,2455
113168,653
113169,1823
113170,2175
113171,5606
113172,1118
113173,3369
113174,1148
113175,710
113176,2990
113177,4659
113178,3168
113179,2999
113180,683
113181,1406
113182,3089
113183,4833
113184,4636
113185,4091
113186,1174
113187,1148
113188,1427
113189,1844
113190,1746
113191,2608
113192,668
113193,1895
113194,4617
113195,3241
113196,3842
113197,2761
113198,7219
113199,3190
113200,3322
113201,1751
113202,1427
113203,2484
113204,2482
113205,1699
113206,3391
113207,2727
113208,3824
113209,2866
113210,1702
113211,2344
113212,2671
113213,683
113214,1696
113215,2750
113216,3241
113217,1823
113218,952
113219,2388
113220,2837
113221,1199
113222,3135
113223,4629
113224,1246
113225,2837
113226,2433
113227,2439
113228,508
113229,2872
113230,2467
113231,691
113232,885
113233,1973
113234,1256
113235,83
113236,3676
113237,2837
113238,1456
113239,2006
113240,3426
113241,4117
113242,3682
113243,764
113244,2781
113245,919
113246,3753
113247,1611
113248,2609
113249,3840
113250,757
113251,4941
113252,2815
113253,863
113254,2433
113255,3241
113256,2406
113257,974
113258,354
113259,3099
113260,2640
113261,2359
113262,3931
113263,2405
113264,1310
113265,843
113266,910
113267,1542
113268,3754
113269,4073
113270,683
113271,473
113272,158
113273,2563
113274,548
113275,947
113276,4310
113277,5886
113278,719
113279,4298
113280,2480
113281,852
113282,5918
113283,548
113284,3216
113285,2491
113286,1993
113287,1512
113288,5529
113289,5545
113290,2439
113291,909
113292,3970
113293,1328
113294,1406
113295,1456
113296,579
113297,1593
113298,3578
113299,4844
113300,2739
113301,435
113302,3016
113303,361
113304,3512
113305,1159
113306,2926
113307,975
113308,4742
113309,2739
113310,3473
113311,1458
113312,3869
113313,3398
113314,5577
113315,2406
113316,2406
113317,2843
113318,2344
113319,1639
113320,1640
113321,4808
113322,433
113323,2715
113324,4169
113325,2857
113326,2560
113327,843
113328,3107
113329,4920
113330,2132
113331,7248
113332,2815
113333,622
113334,531
113335,876
113336,2234
113337,2401
113338,1400
113339,1342
113340,1411
113341,2256
113342,3723
113343,4128
113344,857
113345,509
113346,3041
113347,910
113348,2480
113349,996
113350,1157
113351,7255
113352,2886
113353,4066
113354,1270
113355,508
113356,592
113357,989
113358,1920
113359,1758
113360,2521
113361,3226
113362,1277
113363,5886
113364,3192
113365,1065
113366,454
113367,879
113368,4875
113369,885
113370,5565
113371,2982
113372,1340
113373,1200
113374,742
113375,3112
113376,1400
113377,873
113378,3676
113379,1606
113380,2495
113381,1775
113382,3398
113383,2140
113384,404
113385,872
113386,2167
113387,1278
113388,1408
113389,2527
113390,3569
113391,7687
113392,4947
113393,1550
113394,691
113395,3431
113396,2608
113397,2116
113398,2799
113399,347
113400,4666
113401,1142
113402,2681
113403,3322
113404,1358
113405,2537
113406,4014
113407,2390
113408,1823
113409,982
113410,1882
113411,2220
113412,4043
113413,1639
113414,3684
113415,3824
113416,509
113417,384
113418,5956
113419,1772
113420,936
113421,2518
113422,2000
113423,2588
113424,1256
113425,2537
113426,3133
113427,5644
113428,2239
113429,926
113430,3164
113431,3589
113432,2190
113433,3475
113434,3255
113435,5672
113436,1697
113437,2193
113438,1347
113439,2761
113440,4848
113441,3723
113442,775
113443,1553
113444,473
113445,4629
113446,982
113447,4116
113448,1222
113449,4822
113450,3846
113451,2762
113452,237
113453,3236
113454,1550
113455,1019
113456,2199
113457,921
113458,1654
113459,1751
113460,3391
113461,653
113462,5085
113463,3931
113464,863
113465,3592
113466,1993
113467,541
113468,3192
113469,4356
113470,2538
113471,2687
113472,1142
113473,2294
113474,2674
113475,1647
113476,3312
113477,347
113478,254
113479,509
113480,3235
113481,2794
113482,879
113483,3066
113484,1140
113485,4962
113486,622
113487,915
113488,2359
113489,3632
113490,2334
113491,3098
113492,1844
113493,2750
113494,1748
113495,2127
113496,653
113497,1644
113498,6231
113499,1887
113500,2844
113501,3369
113502,1251
113503,2758
113504,835
113505,1753
113506,2003
113507,2753
113508,3193
113509,4481
113510,4682
113511,708
113512,2875
113513,1808
113514,4087
113515,735
113516,966
113517,1148
113518,2936
113519,1770
113520,2799
113521,2758
113522,3135
113523,1612
113524,2000
113525,2808
113526,2358
113527,1314
113528,1621
113529,4345
113530,1729
113531,1639
113532,3754
113533,2835
113534,3540
113535,830
113536,4818
113537,1640
113538,591
113539,667
113540,2005
113541,1588
113542,1570
113543,1943
113544,1434
113545,2727
113546,3714
113547,151
